3x3x3 Cube Combined First Round,Brian Rock,AZ 2
3x3x3 Cube Combined First Round,Bryden Rey Mendoza,CO 3
3x3x3 Cube Combined First Round,Caelen Fry,CA 2
3x3x3 Cube Combined First Round,Calix Tang,UT 5
3x3x3 Cube Combined First Round,Calvin K. Smith,CO 3
3x3x3 Cube Combined First Round,Calvin Le,CA 2
3x3x3 Cube Combined First Round,Calvin Nielson,UT 4
3x3x3 Cube Combined First Round,Cary Huang,CA 4
3x3x3 Cube Combined First Round,Charlie Heffernan,CO 4
3x3x3 Cube Combined First Round,Chase Pehrson,AZ 1
3x3x3 Cube Combined First Round,Chia-Wei Lu,CA 4
3x3x3 Cube Combined First Round,Christian Martin,AZ 2
3x3x3 Cube Combined First Round,Christopher Yen,CA 4
3x3x3 Cube Combined First Round,Colton Johnston,CA 3
3x3x3 Cube Combined First Round,Daniel Lin,NV 4
3x3x3 Cube Combined First Round,Danny SungIn Park,CA 4
3x3x3 Cube Combined First Round,Darius Vossoughi,UT 1
3x3x3 Cube Combined First Round,David Adams,AZ 5
3x3x3 Cube Combined First Round,David Skirmont,UT 1
3x3x3 Cube Combined First Round,Dawson Lam,AZ 4
3x3x3 Cube Combined First Round,Derek Ono,AZ 2
3x3x3 Cube Combined First Round,Devin Corr-Robinett,NV 5
3x3x3 Cube Combined First Round,Diego Asencio,AZ 1
3x3x3 Cube Combined First Round,Dmitri Shabes,AZ 1
3x3x3 Cube Combined First Round,Edward Lin,CO 5
3x3x3 Cube Combined First Round,Efrem Blitz,AZ 5
3x3x3 Cube Combined First Round,Elijah Brown,UT 5
3x3x3 Cube Combined First Round,Elijah M. Perez,CO 3
3x3x3 Cube Combined First Round,Elliot Hawkins,UT 4
3x3x3 Cube Combined First Round,Eric William McGaugh,AZ 1
3x3x3 Cube Combined First Round,Eric Zhao,NV 4
3x3x3 Cube Combined First Round,Ethan Lin,NV 5
3x3x3 Cube Combined First Round,Ethan Littlejohn,AZ 5
3x3x3 Cube Combined First Round,Evan Mann,UT 5
3x3x3 Cube Combined First Round,Gael Ian Flores,CO 1
3x3x3 Cube Combined First Round,Graham Siggins,AZ 5
3x3x3 Cube Combined First Round,Henry McNamara,UT 3
3x3x3 Cube Combined First Round,Hudson Sakai,UT 3
3x3x3 Cube Combined First Round,Huxley Alexander,AZ 1
3x3x3 Cube Combined First Round,Isabella Corona,AZ 5
3x3x3 Cube Combined First Round,Ishaan Agrawal,CA 4
3x3x3 Cube Combined First Round,Jack Leo Wilson,AZ 2
3x3x3 Cube Combined First Round,Jacob Moore,NV 3
3x3x3 Cube Combined First Round,Jacob Posner,NV 4
3x3x3 Cube Combined First Round,Jaden Burkhardt,CO 4
3x3x3 Cube Combined First Round,Jaden Gerstein,NV 1
3x3x3 Cube Combined First Round,Jae Park,CO 2
3x3x3 Cube Combined First Round,James Vanek,UT 1
3x3x3 Cube Combined First Round,Jandell Ryan Ko,CO 3
3x3x3 Cube Combined First Round,Jason Ostdiek,CA 5
3x3x3 Cube Combined First Round,Jeff Park,AZ 4
3x3x3 Cube Combined First Round,Jeongyoon Yeo,UT 2
3x3x3 Cube Combined First Round,Jeremy Benik,CA 2
3x3x3 Cube Combined First Round,Jeremy Fleischman,NV 1
3x3x3 Cube Combined First Round,Jerry Yan,UT 1
3x3x3 Cube Combined First Round,Joe Branch,NV 3
3x3x3 Cube Combined First Round,Jonathan Cookmeyer,CO 4
3x3x3 Cube Combined First Round,Josh Camia,CA 3
3x3x3 Cube Combined First Round,Joshua Mizumoto,NV 2
3x3x3 Cube Combined First Round,Joshua Peach,NV 1
3x3x3 Cube Combined First Round,Jungwoo Kim,UT 5
3x3x3 Cube Combined First Round,Karen Tu,CA 3
3x3x3 Cube Combined First Round,Keaton Ellis,NV 3
3x3x3 Cube Combined First Round,Kenneth Lu,AZ 2
3x3x3 Cube Combined First Round,Kevin Hays,CO 5
3x3x3 Cube Combined First Round,Kevin Matthews,CO 4
3x3x3 Cube Combined First Round,Kian Kwa,NV 4
3x3x3 Cube Combined First Round,Kit Bailey,CO 1
3x3x3 Cube Combined First Round,Kyle Hong,CO 2
3x3x3 Cube Combined First Round,Kyle Lin,CO 2
3x3x3 Cube Combined First Round,Levi Rubin,UT 2
3x3x3 Cube Combined First Round,Logan Reyes,CO 2
3x3x3 Cube Combined First Round,Lucas Mizumoto,CO 3
3x3x3 Cube Combined First Round,Mark Boyanowski,CA 5
3x3x3 Cube Combined First Round,Mark Harris,UT 3
3x3x3 Cube Combined First Round,Mateus Odom,CA 3
3x3x3 Cube Combined First Round,Matthew Dickman,NV 4
3x3x3 Cube Combined First Round,Max Park,CO 5
3x3x3 Cube Combined First Round,Michael Chai,CA 1
3x3x3 Cube Combined First Round,Michael Young,UT 2
3x3x3 Cube Combined First Round,Miguel Diaz,CA 3
3x3x3 Cube Combined First Round,Mitchell Lane,NV 4
3x3x3 Cube Combined First Round,Nathan Nakaguchi,UT 5
3x3x3 Cube Combined First Round,Nathan Peck,NV 5
3x3x3 Cube Combined First Round,Nathan Wu,UT 5
3x3x3 Cube Combined First Round,Nayan Ramam,NV 3
3x3x3 Cube Combined First Round,Neel Gore,CA 2
3x3x3 Cube Combined First Round,Neil Johnson,CO 5
3x3x3 Cube Combined First Round,Nick Anderson,CO 2
3x3x3 Cube Combined First Round,Nicolas Harper,CA 5
3x3x3 Cube Combined First Round,Nitin Subramanian,CA 3
3x3x3 Cube Combined First Round,Pablo Nava,UT 4
3x3x3 Cube Combined First Round,Patric Waworuntu,CA 5
3x3x3 Cube Combined First Round,Paul Mahvi,CA 4
3x3x3 Cube Combined First Round,Pranav Ravindran,NV 1
3x3x3 Cube Combined First Round,Rahil Pasha,UT 2
3x3x3 Cube Combined First Round,Ravi Fernando,NV 3
3x3x3 Cube Combined First Round,Reuben San Luis,AZ 3
3x3x3 Cube Combined First Round,Rider Heise-Pearce,UT 1
3x3x3 Cube Combined First Round,Riley Woo,AZ 4
3x3x3 Cube Combined First Round,Roberto Mateo Valenciano,CA 2
3x3x3 Cube Combined First Round,Ryan Jew,UT 4
3x3x3 Cube Combined First Round,Ryan Lee,CA 5
3x3x3 Cube Combined First Round,Ryan Lynch,AZ 4
3x3x3 Cube Combined First Round,Ryan Woytowitz,NV 5
3x3x3 Cube Combined First Round,Saheb Sabharwal,AZ 5
3x3x3 Cube Combined First Round,Samuel Tong,CA 3
3x3x3 Cube Combined First Round,Satvik Reddy,UT 3
3x3x3 Cube Combined First Round,Scott Weston,CO 4
3x3x3 Cube Combined First Round,Sean Wang,AZ 4
3x3x3 Cube Combined First Round,Shane Grogan,UT 5
3x3x3 Cube Combined First Round,Shane Robertson,AZ 2
3x3x3 Cube Combined First Round,Shawn Azman,NV 4
3x3x3 Cube Combined First Round,Shelley Chang,CA 2
3x3x3 Cube Combined First Round,Siddharth Manchkanti,NV 5
3x3x3 Cube Combined First Round,Sol Goodwin,CA 5
3x3x3 Cube Combined First Round,Sonny Lodato,NV 1
3x3x3 Cube Combined First Round,Sophie Chan,UT 3
3x3x3 Cube Combined First Round,Spencer Lorenzen,NV 2
3x3x3 Cube Combined First Round,Spencer Stutzman,AZ 4
3x3x3 Cube Combined First Round,Stanley Chapel,CO 5
3x3x3 Cube Combined First Round,Stanley Nerkowski IV,CO 1
3x3x3 Cube Combined First Round,Sukumar Reddy Dumpa,NV 1
3x3x3 Cube Combined First Round,Tarang Nair,NV 1
3x3x3 Cube Combined First Round,Tejas Kota,CO 1
3x3x3 Cube Combined First Round,Timothy Castle,UT 4
3x3x3 Cube Combined First Round,Timothy Yoo,CO 1
3x3x3 Cube Combined First Round,Travis G. Kim,CA 1
3x3x3 Cube Combined First Round,Trenton Beyer,NV 2
3x3x3 Cube Combined First Round,Ty Marshall,CO 1
3x3x3 Cube Combined First Round,Tyler Howlett,CO 2
3x3x3 Cube Combined First Round,Ugonna Nwakuche,UT 3
3x3x3 Cube Combined First Round,Uma Unni,UT 2
3x3x3 Cube Combined First Round,Uzoma Nwakuche,CO 2
3x3x3 Cube Combined First Round,Wendy Rock,UT 1
3x3x3 Cube Combined First Round,Will Newhoff,CO 5
3x3x3 Cube Combined First Round,Yash Bansal,NV 5
3x3x3 Cube Combined First Round,Zach Goldman,CO 3
3x3x3 Cube Combined First Round,Zachary Clark,AZ 5
3x3x3 Cube Combined First Round,Zander Verhoeven,NV 3
3x3x3 Cube Combined First Round,Zeke Miller,CO 4
3x3x3 Cube Combined First Round,Ziming Li,NV 2
3x3x3 Cube Combined First Round,Ziqi Li,UT 4
4x4x4 Blindfolded,Brandon Lin,HI 1
4x4x4 Blindfolded,Calvin Nielson,HI 1
4x4x4 Blindfolded,Cary Huang,HI 1
4x4x4 Blindfolded,Graham Siggins,HI 1
4x4x4 Blindfolded,Jonathan Cookmeyer,HI 1
4x4x4 Blindfolded,Mark Boyanowski,HI 1
4x4x4 Blindfolded,Nitin Subramanian,HI 1
4x4x4 Blindfolded,Riley Woo,HI 1
4x4x4 Blindfolded,Ryan Jew,HI 1
4x4x4 Blindfolded,Shelley Chang,HI 1
4x4x4 Blindfolded,Stanley Chapel,HI 1
4x4x4 Blindfolded,Andrew Nathenson,HI 2
4x4x4 Blindfolded,Jae Park,HI 2
4x4x4 Blindfolded,Jeff Park,HI 2
4x4x4 Blindfolded,Matthew Dickman,HI 2
4x4x4 Blindfolded,Neel Gore,HI 2
4x4x4 Blindfolded,Alex Davani,HI 3
4x4x4 Blindfolded,Daniel Lin,HI 3
4x4x4 Blindfolded,Danny SungIn Park,HI 3
4x4x4 Blindfolded,Jacob Posner,HI 3
4x4x4 Blindfolded,Michael Young,HI 3
4x4x4 Blindfolded,Shane Grogan,HI 3
3x3x3 One-Handed Combined First Round,Aidan Costello,UT 2
3x3x3 One-Handed Combined First Round,Alex Davani,0
3x3x3 One-Handed Combined First Round,Alex Yang,AZ 2
3x3x3 One-Handed Combined First Round,Andrew Nathenson,0
3x3x3 One-Handed Combined First Round,Ant Irizarry,CA 1
3x3x3 One-Handed Combined First Round,Austin Chen,CA 2
3x3x3 One-Handed Combined First Round,Benson Zou,AZ 2
3x3x3 One-Handed Combined First Round,Brandon Lin,0
3x3x3 One-Handed Combined First Round,Bryden Rey Mendoza,CO 1
3x3x3 One-Handed Combined First Round,Calix Tang,AZ 2
3x3x3 One-Handed Combined First Round,Calvin K. Smith,UT 2
3x3x3 One-Handed Combined First Round,Calvin Nielson,0
3x3x3 One-Handed Combined First Round,Cary Huang,0
3x3x3 One-Handed Combined First Round,Charlie Heffernan,CA 1
3x3x3 One-Handed Combined First Round,Chia-Wei Lu,NV 1
3x3x3 One-Handed Combined First Round,Christian Martin,0
3x3x3 One-Handed Combined First Round,Christopher Yen,0
3x3x3 One-Handed Combined First Round,Colton Johnston,NV 1
3x3x3 One-Handed Combined First Round,Danny SungIn Park,0
3x3x3 One-Handed Combined First Round,Dawson Lam,UT 1
3x3x3 One-Handed Combined First Round,Devin Corr-Robinett,CO 2
3x3x3 One-Handed Combined First Round,Edward Lin,CO 2
3x3x3 One-Handed Combined First Round,Efrem Blitz,NV 2
3x3x3 One-Handed Combined First Round,Elijah Brown,UT 2
3x3x3 One-Handed Combined First Round,Elijah M. Perez,AZ 1
3x3x3 One-Handed Combined First Round,Eric Zhao,0
3x3x3 One-Handed Combined First Round,Ethan Lin,UT 2
3x3x3 One-Handed Combined First Round,Ethan Littlejohn,UT 2
3x3x3 One-Handed Combined First Round,Evan Mann,AZ 2
3x3x3 One-Handed Combined First Round,Gael Ian Flores,NV 1
3x3x3 One-Handed Combined First Round,Graham Siggins,CA 2
3x3x3 One-Handed Combined First Round,Henry McNamara,AZ 1
3x3x3 One-Handed Combined First Round,Hudson Sakai,NV 2
3x3x3 One-Handed Combined First Round,Isabella Corona,AZ 2
3x3x3 One-Handed Combined First Round,Jack Leo Wilson,CA 1
3x3x3 One-Handed Combined First Round,Jacob Moore,NV 1
3x3x3 One-Handed Combined First Round,Jacob Posner,0
3x3x3 One-Handed Combined First Round,Jaden Burkhardt,AZ 2
3x3x3 One-Handed Combined First Round,Jandell Ryan Ko,UT 1
3x3x3 One-Handed Combined First Round,Jason Ostdiek,NV 2
3x3x3 One-Handed Combined First Round,Jeff Park,0
3x3x3 One-Handed Combined First Round,Jeremy Benik,0
3x3x3 One-Handed Combined First Round,Jeremy Fleischman,0
3x3x3 One-Handed Combined First Round,Joe Branch,UT 1
3x3x3 One-Handed Combined First Round,Jonathan Cookmeyer,0
3x3x3 One-Handed Combined First Round,Josh Camia,CA 1
3x3x3 One-Handed Combined First Round,Jungwoo Kim,CA 2
3x3x3 One-Handed Combined First Round,Karen Tu,CO 1
3x3x3 One-Handed Combined First Round,Keaton Ellis,0
3x3x3 One-Handed Combined First Round,Kevin Hays,CO 2
3x3x3 One-Handed Combined First Round,Kevin Matthews,0
3x3x3 One-Handed Combined First Round,Kian Kwa,AZ 1
3x3x3 One-Handed Combined First Round,Mark Boyanowski,CA 2
3x3x3 One-Handed Combined First Round,Matthew Dickman,0
3x3x3 One-Handed Combined First Round,Max Park,CO 2
3x3x3 One-Handed Combined First Round,Michael Chai,0
3x3x3 One-Handed Combined First Round,Michael Young,0
3x3x3 One-Handed Combined First Round,Miguel Diaz,UT 1
3x3x3 One-Handed Combined First Round,Mitchell Lane,0
3x3x3 One-Handed Combined First Round,Nathan Nakaguchi,NV 2
3x3x3 One-Handed Combined First Round,Nathan Peck,AZ 2
3x3x3 One-Handed Combined First Round,Nathan Wu,CO 2
3x3x3 One-Handed Combined First Round,Neel Gore,0
3x3x3 One-Handed Combined First Round,Neil Johnson,CO 1
3x3x3 One-Handed Combined First Round,Nick Anderson,NV 1
3x3x3 One-Handed Combined First Round,Nicolas Harper,NV 2
3x3x3 One-Handed Combined First Round,Nitin Subramanian,0
3x3x3 One-Handed Combined First Round,Pablo Nava,CA 1
3x3x3 One-Handed Combined First Round,Paul Mahvi,0
3x3x3 One-Handed Combined First Round,Ravi Fernando,AZ 1
3x3x3 One-Handed Combined First Round,Reuben San Luis,CA 2
3x3x3 One-Handed Combined First Round,Riley Woo,CA 2
3x3x3 One-Handed Combined First Round,Ryan Jew,0
3x3x3 One-Handed Combined First Round,Ryan Lee,UT 2
3x3x3 One-Handed Combined First Round,Ryan Lynch,UT 1
3x3x3 One-Handed Combined First Round,Ryan Woytowitz,NV 2
3x3x3 One-Handed Combined First Round,Saheb Sabharwal,CO 1
3x3x3 One-Handed Combined First Round,Scott Weston,UT 2
3x3x3 One-Handed Combined First Round,Sean Wang,AZ 1
3x3x3 One-Handed Combined First Round,Shane Grogan,CO 2
3x3x3 One-Handed Combined First Round,Shane Robertson,CO 1
3x3x3 One-Handed Combined First Round,Siddharth Manchkanti,NV 2
3x3x3 One-Handed Combined First Round,Spencer Lorenzen,CA 1
3x3x3 One-Handed Combined First Round,Spencer Stutzman,CO 1
3x3x3 One-Handed Combined First Round,Stanley Chapel,CA 2
3x3x3 One-Handed Combined First Round,Stanley Nerkowski IV,0
3x3x3 One-Handed Combined First Round,Timothy Castle,UT 1
3x3x3 One-Handed Combined First Round,Ty Marshall,0
3x3x3 One-Handed Combined First Round,Tyler Howlett,0
3x3x3 One-Handed Combined First Round,Uma Unni,0
3x3x3 One-Handed Combined First Round,Will Newhoff,CO 2
3x3x3 One-Handed Combined First Round,Yash Bansal,NV 1
3x3x3 One-Handed Combined First Round,Zach Goldman,0
3x3x3 One-Handed Combined First Round,Zander Verhoeven,CA 1
3x3x3 One-Handed Combined First Round,Zeke Miller,UT 1
3x3x3 One-Handed Combined First Round,Ziqi Li,AZ 1
Square-1 Combined First Round,Aidan Costello,AZ 1
Square-1 Combined First Round,Alex Davani,0
Square-1 Combined First Round,Alex Yang,AZ 1
Square-1 Combined First Round,Andrew Nathenson,0
Square-1 Combined First Round,Brandon Harnish,0
Square-1 Combined First Round,Brandon Lin,0
Square-1 Combined First Round,Bryden Rey Mendoza,CA 1
Square-1 Combined First Round,Calvin Nielson,0
Square-1 Combined First Round,Cary Huang,0
Square-1 Combined First Round,Christian Martin,0
Square-1 Combined First Round,Christopher Yen,0
Square-1 Combined First Round,Devin Corr-Robinett,NV 1
Square-1 Combined First Round,Efrem Blitz,CO 1
Square-1 Combined First Round,Elijah Brown,CA 1
Square-1 Combined First Round,Elijah M. Perez,NV 1
Square-1 Combined First Round,Eric Zhao,0
Square-1 Combined First Round,Ethan Littlejohn,CA 1
Square-1 Combined First Round,Evan Mann,NV 1
Square-1 Combined First Round,Graham Siggins,CO 1
Square-1 Combined First Round,Henry McNamara,AZ 1
Square-1 Combined First Round,Hudson Sakai,AZ 1
Square-1 Combined First Round,Isabella Corona,CO 1
Square-1 Combined First Round,Ishaan Agrawal,UT 1
Square-1 Combined First Round,Jack Leo Wilson,CA 1
Square-1 Combined First Round,Jacob Moore,NV 1
Square-1 Combined First Round,Jacob Posner,0
Square-1 Combined First Round,Jason Ostdiek,NV 1
Square-1 Combined First Round,Jeremy Benik,0
Square-1 Combined First Round,Joe Branch,UT 1
Square-1 Combined First Round,Jonathan Cookmeyer,0
Square-1 Combined First Round,Jungwoo Kim,CA 1
Square-1 Combined First Round,Keaton Ellis,0
Square-1 Combined First Round,Mark Boyanowski,UT 1
Square-1 Combined First Round,Matthew Dickman,0
Square-1 Combined First Round,Michael Young,0
Square-1 Combined First Round,Miguel Diaz,AZ 1
Square-1 Combined First Round,Mitchell Lane,0
Square-1 Combined First Round,Nathan Nakaguchi,UT 1
Square-1 Combined First Round,Nathan Peck,CA 1
Square-1 Combined First Round,Neil Johnson,CO 1
Square-1 Combined First Round,Nick Anderson,CA 1
Square-1 Combined First Round,Nicolas Harper,CO 1
Square-1 Combined First Round,Paul Mahvi,0
Square-1 Combined First Round,Riley Woo,AZ 1
Square-1 Combined First Round,Ryan Jew,0
Square-1 Combined First Round,Ryan Woytowitz,CA 1
Square-1 Combined First Round,Samuel Tong,UT 1
Square-1 Combined First Round,Scott Weston,UT 1
Square-1 Combined First Round,Sean Wang,AZ 1
Square-1 Combined First Round,Shane Grogan,NV 1
Square-1 Combined First Round,Shane Robertson,UT 1
Square-1 Combined First Round,Shelley Chang,0
Square-1 Combined First Round,Siddharth Manchkanti,AZ 1
Square-1 Combined First Round,Sophie Chan,CO 1
Square-1 Combined First Round,Spencer Stutzman,NV 1
Square-1 Combined First Round,Stanley Chapel,CO 1
Square-1 Combined First Round,Stanley Nerkowski IV,0
Square-1 Combined First Round,Timothy Castle,NV 1
Square-1 Combined First Round,Ty Marshall,0
Square-1 Combined First Round,Tyler Howlett,0
Square-1 Combined First Round,Will Newhoff,CO 1
Square-1 Combined First Round,Zachary Clark,CA 1
Square-1 Combined First Round,Zeke Miller,UT 1
Square-1 Combined First Round,Ziqi Li,NV 1
2x2x2 Cube Combined First Round,Aarun Devgan,NV 1
2x2x2 Cube Combined First Round,Aidan Costello,NV 3
2x2x2 Cube Combined First Round,Akash Anand,UT 1
2x2x2 Cube Combined First Round,Alex Davani,NV 4
2x2x2 Cube Combined First Round,Alex Johnson,CO 4
2x2x2 Cube Combined First Round,Alex Vogel,AZ 1
2x2x2 Cube Combined First Round,Alex Yang,NV 3
2x2x2 Cube Combined First Round,Alexander Tenev,NV 1
2x2x2 Cube Combined First Round,Andrew Nathenson,AZ 2
2x2x2 Cube Combined First Round,Ant Irizarry,UT 4
2x2x2 Cube Combined First Round,Ashley Gray,CO 1
2x2x2 Cube Combined First Round,Austin Chen,UT 4
2x2x2 Cube Combined First Round,Ben Lemkin,UT 2
2x2x2 Cube Combined First Round,Brandon Lin,CO 2
2x2x2 Cube Combined First Round,Bryden Rey Mendoza,AZ 1
2x2x2 Cube Combined First Round,Caelen Fry,CA 2
2x2x2 Cube Combined First Round,Calix Tang,UT 3
2x2x2 Cube Combined First Round,Calvin K. Smith,NV 2
2x2x2 Cube Combined First Round,Calvin Nielson,UT 1
2x2x2 Cube Combined First Round,Cary Huang,CA 2
2x2x2 Cube Combined First Round,Charlie Heffernan,AZ 3
2x2x2 Cube Combined First Round,Chase Pehrson,CA 1
2x2x2 Cube Combined First Round,Chia-Wei Lu,CA 2
2x2x2 Cube Combined First Round,Christian Martin,CA 2
2x2x2 Cube Combined First Round,Christopher Yen,CA 4
2x2x2 Cube Combined First Round,Colton Johnston,CO 2
2x2x2 Cube Combined First Round,Danny SungIn Park,CA 4
2x2x2 Cube Combined First Round,Darius Vossoughi,NV 1
2x2x2 Cube Combined First Round,David Skirmont,NV 1
2x2x2 Cube Combined First Round,Dawson Lam,CO 2
2x2x2 Cube Combined First Round,Derek Ono,UT 2
2x2x2 Cube Combined First Round,Devin Corr-Robinett,UT 3
2x2x2 Cube Combined First Round,Diego Asencio,CA 1
2x2x2 Cube Combined First Round,Efrem Blitz,AZ 4
2x2x2 Cube Combined First Round,Elijah Brown,CO 4
2x2x2 Cube Combined First Round,Elijah M. Perez,CO 3
2x2x2 Cube Combined First Round,Elliot Hawkins,NV 3
2x2x2 Cube Combined First Round,Eric William McGaugh,CA 1
2x2x2 Cube Combined First Round,Eric Zhao,AZ 2
2x2x2 Cube Combined First Round,Ethan Lin,NV 4
2x2x2 Cube Combined First Round,Ethan Littlejohn,UT 3
2x2x2 Cube Combined First Round,Evan Mann,UT 4
2x2x2 Cube Combined First Round,Gael Ian Flores,AZ 1
2x2x2 Cube Combined First Round,Giovanni Lando,CA 1
2x2x2 Cube Combined First Round,Graham Siggins,AZ 4
2x2x2 Cube Combined First Round,Henry McNamara,CA 3
2x2x2 Cube Combined First Round,Hudson Sakai,UT 2
2x2x2 Cube Combined First Round,Huxley Alexander,CA 1
2x2x2 Cube Combined First Round,Isabella Corona,CO 3
2x2x2 Cube Combined First Round,Jack Leo Wilson,CO 1
2x2x2 Cube Combined First Round,Jacob Moore,AZ 2
2x2x2 Cube Combined First Round,Jacob Posner,CA 4
2x2x2 Cube Combined First Round,Jaden Burkhardt,UT 3
2x2x2 Cube Combined First Round,Jaden Gerstein,NV 1
2x2x2 Cube Combined First Round,James Vanek,AZ 1
2x2x2 Cube Combined First Round,Jason Ostdiek,CO 3
2x2x2 Cube Combined First Round,Jeff Park,CO 1
2x2x2 Cube Combined First Round,Jeongyoon Yeo,AZ 1
2x2x2 Cube Combined First Round,Jeremy Benik,NV 2
2x2x2 Cube Combined First Round,Jeremy Fleischman,NV 4
2x2x2 Cube Combined First Round,Jerry Yan,NV 1
2x2x2 Cube Combined First Round,Joe Branch,CA 3
2x2x2 Cube Combined First Round,Jonathan Cookmeyer,CO 1
2x2x2 Cube Combined First Round,Josh Camia,AZ 1
2x2x2 Cube Combined First Round,Joshua Mizumoto,AZ 1
2x2x2 Cube Combined First Round,Joshua Peach,UT 1
2x2x2 Cube Combined First Round,Jungwoo Kim,UT 4
2x2x2 Cube Combined First Round,Keaton Ellis,UT 1
2x2x2 Cube Combined First Round,Kevin Matthews,NV 4
2x2x2 Cube Combined First Round,Kian Kwa,NV 3
2x2x2 Cube Combined First Round,Kit Bailey,CO 1
2x2x2 Cube Combined First Round,Kyle Hong,CA 2
2x2x2 Cube Combined First Round,Kyle Lin,NV 2
2x2x2 Cube Combined First Round,Logan Reyes,NV 2
2x2x2 Cube Combined First Round,Lucas Mizumoto,AZ 2
2x2x2 Cube Combined First Round,Mark Boyanowski,AZ 4
2x2x2 Cube Combined First Round,Mateus Odom,CA 3
2x2x2 Cube Combined First Round,Matthew Dickman,CA 3
2x2x2 Cube Combined First Round,Michael Chai,CA 1
2x2x2 Cube Combined First Round,Michael Young,UT 3
2x2x2 Cube Combined First Round,Miguel Diaz,UT 1
2x2x2 Cube Combined First Round,Mitchell Lane,NV 4
2x2x2 Cube Combined First Round,Nathan Nakaguchi,CO 4
2x2x2 Cube Combined First Round,Nathan Peck,AZ 3
2x2x2 Cube Combined First Round,Nathan Wu,UT 4
2x2x2 Cube Combined First Round,Nayan Ramam,CO 2
2x2x2 Cube Combined First Round,Neel Gore,CA 4
2x2x2 Cube Combined First Round,Neil Johnson,CO 4
2x2x2 Cube Combined First Round,Nick Anderson,CO 2
2x2x2 Cube Combined First Round,Nicolas Harper,UT 4
2x2x2 Cube Combined First Round,Nitin Subramanian,CA 3
2x2x2 Cube Combined First Round,Pablo Nava,CA 2
2x2x2 Cube Combined First Round,Patric Waworuntu,UT 1
2x2x2 Cube Combined First Round,Paul Mahvi,AZ 3
2x2x2 Cube Combined First Round,Rahil Pasha,CA 2
2x2x2 Cube Combined First Round,Reuben San Luis,UT 2
2x2x2 Cube Combined First Round,Rider Heise-Pearce,NV 1
2x2x2 Cube Combined First Round,Riley Woo,CO 4
2x2x2 Cube Combined First Round,Ryan Jew,CA 4
2x2x2 Cube Combined First Round,Ryan Lee,AZ 3
2x2x2 Cube Combined First Round,Ryan Lynch,CO 1
2x2x2 Cube Combined First Round,Ryan Woytowitz,AZ 3
2x2x2 Cube Combined First Round,Saheb Sabharwal,AZ 4
2x2x2 Cube Combined First Round,Samuel Tong,AZ 2
2x2x2 Cube Combined First Round,Satvik Reddy,NV 2
2x2x2 Cube Combined First Round,Scott Weston,NV 4
2x2x2 Cube Combined First Round,Sean Wang,UT 2
2x2x2 Cube Combined First Round,Shane Grogan,CO 4
2x2x2 Cube Combined First Round,Shane Robertson,NV 2
2x2x2 Cube Combined First Round,Siddharth Manchkanti,AZ 4
2x2x2 Cube Combined First Round,Sonny Lodato,AZ 2
2x2x2 Cube Combined First Round,Sophie Chan,CA 1
2x2x2 Cube Combined First Round,Spencer Lorenzen,AZ 2
2x2x2 Cube Combined First Round,Spencer Stutzman,UT 3
2x2x2 Cube Combined First Round,Stanley Chapel,CO 4
2x2x2 Cube Combined First Round,Stanley Nerkowski IV,CO 3
2x2x2 Cube Combined First Round,Tegshburen Tunamal,UT 2
2x2x2 Cube Combined First Round,Timothy Castle,NV 3
2x2x2 Cube Combined First Round,Trenton Beyer,CO 1
2x2x2 Cube Combined First Round,Ty Marshall,CO 3
2x2x2 Cube Combined First Round,Tyler Howlett,NV 2
2x2x2 Cube Combined First Round,Ugonna Nwakuche,CO 3
2x2x2 Cube Combined First Round,Uma Unni,CA 3
2x2x2 Cube Combined First Round,Will Newhoff,UT 4
2x2x2 Cube Combined First Round,Xander Mundy,CO 2
2x2x2 Cube Combined First Round,Yash Bansal,AZ 3
2x2x2 Cube Combined First Round,Zach Goldman,CO 2
2x2x2 Cube Combined First Round,Zachary Clark,UT 2
2x2x2 Cube Combined First Round,Zander Verhoeven,NV 3
2x2x2 Cube Combined First Round,Zeke Miller,AZ 4
2x2x2 Cube Combined First Round,Ziming Li,UT 1
2x2x2 Cube Combined First Round,Ziqi Li,CA 4
3x3x3 Blindfolded Round 1,Alex Davani,0
3x3x3 Blindfolded Round 1,Andrew Nathenson,0
3x3x3 Blindfolded Round 1,Bill McGaugh,CA 1
3x3x3 Blindfolded Round 1,Brandon Harnish,0
3x3x3 Blindfolded Round 1,Brandon Lin,0
3x3x3 Blindfolded Round 1,Calvin Nielson,0
3x3x3 Blindfolded Round 1,Cary Huang,0
3x3x3 Blindfolded Round 1,Chia-Wei Lu,0
3x3x3 Blindfolded Round 1,Daniel Lin,CO 1
3x3x3 Blindfolded Round 1,Danny SungIn Park,0
3x3x3 Blindfolded Round 1,David Adams,CA 1
3x3x3 Blindfolded Round 1,Devin Corr-Robinett,CA 1
3x3x3 Blindfolded Round 1,Elijah Brown,CA 1
3x3x3 Blindfolded Round 1,Evan Mann,NV 1
3x3x3 Blindfolded Round 1,Graham Siggins,CO 1
3x3x3 Blindfolded Round 1,Hudson Sakai,NV 1
3x3x3 Blindfolded Round 1,Ishaan Agrawal,CO 1
3x3x3 Blindfolded Round 1,Jacob Posner,0
3x3x3 Blindfolded Round 1,Jae Park,0
3x3x3 Blindfolded Round 1,Jason Ostdiek,NV 1
